age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
18,?,195414,Some-college,10,Never-married,?,Own-child,White,Male,12,0,10,United-States,<=50K
37,State-gov,111387,Some-college,14,Married-civ-spouse,Adm-clerical,Wife,Black,Female,13,1,45,United-States,<=50K
19,?,252477,HS-grad,9,Never-married,?,Own-child,White,Male,6,0,40,United-States,<=50K
57,Private,215237,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,8,0,45,United-States,<=50K
44,Private,250626,Some-college,10,Separated,Other-service,Not-in-family,Black,Male,0,1,40,United-States,<=50K
34,Self-emp-not-inc,235689,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,12,0,40,United-States,>50K
29,Private,198270,Some-college,10,Never-married,Other-service,Unmarried,Black,Female,4,0,40,United-States,<=50K
51,Local-gov,129475,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,>50K
58,Private,227455,HS-grad,9,Separated,Sales,Not-in-family,White,Male,12,0,58,United-States,<=50K
27,Private,387709,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,11,1,40,United-States,<=50K
50,Private,132770,Bachelors,13,Widowed,Exec-managerial,Unmarried,White,Male,6,0,40,United-States,<=50K
29,Private,243661,Bachelors,13,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
48,Private,112229,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,7,0,40,United-States,>50K
31,Private,140410,11th,7,Married-civ-spouse,Sales,Husband,White,Male,2,2202,50,United-States,<=50K
39,Private,421404,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,16,0,13,United-States,<=50K
17,Private,248156,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,1,0,24,United-States,<=50K
23,Private,178659,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,Nicaragua,>50K
31,Private,188616,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,12,United-States,<=50K
32,Private,153673,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,44,United-States,<=50K
37,Private,137964,Assoc-voc,14,Divorced,Machine-op-inspct,Unmarried,Black,Female,8,0,46,United-States,<=50K
69,Self-emp-not-inc,133646,9th,6,Widowed,?,Unmarried,White,Male,24,0,5,United-States,<=50K
25,Private,234960,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,10,United-States,<=50K
49,Self-emp-inc,141614,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,<=50K
30,Private,49577,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,Black,Female,6,0,47,United-States,<=50K
60,?,163228,7th-8th,3,Widowed,Priv-house-serv,Unmarried,Black,Female,0,1,34,United-States,<=50K
28,Private,326053,Assoc-voc,11,Never-married,Farming-fishing,Own-child,White,Male,12,0,45,United-States,<=50K
26,Private,289360,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Male,8,0,56,United-States,<=50K
54,Self-emp-inc,129038,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,22,0,59,United-States,>50K
53,State-gov,482545,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
17,Private,237186,11th,7,Never-married,Handlers-cleaners,Own-child,White,Female,15,0,40,United-States,<=50K
45,Private,275703,HS-grad,9,Divorced,Craft-repair,Other-relative,White,Male,8,0,40,Columbia,>50K
24,Private,333783,Some-college,10,Never-married,Other-service,Unmarried,White,Female,0,0,45,United-States,<=50K
52,Private,106931,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,44,United-States,<=50K
34,Private,180997,Assoc-voc,9,Married-civ-spouse,Sales,Husband,White,Male,0,1907,40,United-States,>50K
46,Private,196737,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,9,United-States,<=50K
41,Private,391075,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5,0,46,United-States,<=50K
37,Private,226381,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,16,0,57,United-States,>50K
45,Self-emp-inc,270361,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,<=50K
20,Private,249438,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,Puerto-Rico,<=50K
61,Private,93290,HS-grad,9,Separated,Other-service,Own-child,White,Female,0,0,8,United-States,<=50K
53,Private,220944,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,29,0,45,United-States,<=50K
18,?,136287,9th,6,Divorced,?,Own-child,White,Female,8,0,10,United-States,<=50K
52,Private,140549,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,6,0,40,United-States,>50K
21,Local-gov,214649,11th,7,Never-married,Other-service,Other-relative,Black,Female,6,0,40,United-States,<=50K
48,State-gov,182979,Doctorate,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,34,0,58,United-States,>50K
44,Self-emp-not-inc,100387,Some-college,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,57,United-States,<=50K
46,Private,205928,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,16,0,40,United-States,<=50K
17,Private,189218,11th,7,Never-married,Adm-clerical,Own-child,White,Female,6,0,10,United-States,<=50K
57,Self-emp-not-inc,121012,12th,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,14,0,10,United-States,<=50K
49,Federal-gov,242937,11th,7,Married-civ-spouse,Tech-support,Husband,Black,Male,6,0,40,United-States,<=50K
27,Private,258276,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
61,Self-emp-not-inc,217467,Prof-school,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,23,0,40,Dominican-Republic,>50K
58,Self-emp-inc,212050,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,23,0,35,United-States,>50K
24,Private,237839,HS-grad,9,Divorced,Tech-support,Own-child,Amer-Indian-Eskimo,Male,6,0,46,United-States,<=50K
39,Private,232827,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,3,0,37,United-States,<=50K
33,Federal-gov,266761,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
61,Private,41438,11th,7,Never-married,Adm-clerical,Not-in-family,White,Male,9,0,11,United-States,<=50K
36,Private,289734,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,45,United-States,<=50K
37,Private,209049,Some-college,10,Separated,Other-service,Unmarried,White,Female,0,0,46,United-States,<=50K
48,Private,220208,Bachelors,13,Separated,Exec-managerial,Unmarried,White,Female,31,0,45,United-States,>50K
53,Private,340853,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,13,0,50,United-States,>50K
51,Private,153291,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,1,1,45,United-States,>50K
46,Private,204893,Masters,14,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,<=50K
17,Private,173635,11th,7,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
27,Private,134761,HS-grad,9,Never-married,Sales,Own-child,White,Female,1,0,45,United-States,<=50K
22,Private,405980,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0,0,40,United-States,<=50K
52,Self-emp-inc,162912,10th,6,Never-married,?,Own-child,Black,Female,10,1,24,Nicaragua,<=50K
30,Private,52540,HS-grad,9,Never-married,Craft-repair,Husband,White,Male,15,0,50,United-States,>50K
45,State-gov,190584,Bachelors,13,Widowed,Exec-managerial,Unmarried,White,Male,16,0,46,United-States,<=50K
28,Private,122344,Bachelors,13,Never-married,Other-service,Own-child,White,Female,19,1,22,United-States,<=50K
32,Local-gov,235267,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
27,Private,52504,Some-college,10,Never-married,Other-service,Other-relative,White,Male,2,0,44,United-States,<=50K
23,Self-emp-not-inc,87151,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,78,United-States,<=50K
41,Private,99015,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1931,44,United-States,>50K
35,Private,394977,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,Black,Male,20,0,44,United-States,<=50K
26,Private,264880,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4,0,45,United-States,>50K
46,Self-emp-inc,147035,Assoc-acdm,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,4715,0,45,United-States,>50K
37,Private,124808,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,16,0,45,United-States,>50K
29,Private,134335,10th,9,Never-married,Craft-repair,Own-child,Black,Male,11,1,44,United-States,<=50K
39,Private,178409,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,25,0,50,United-States,>50K
35,Local-gov,95284,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,11,0,43,United-States,>50K
70,Private,187537,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,27,0,40,United-States,>50K
34,Private,198446,9th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,22,1,55,United-States,>50K
67,Private,231204,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,38,0,45,United-States,>50K
27,State-gov,49477,Doctorate,16,Never-married,Prof-specialty,Own-child,White,Male,3,0,50,United-States,<=50K
53,Local-gov,122006,5th-6th,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,16,0,40,United-States,>50K
51,Self-emp-inc,124799,Some-college,10,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,4,0,50,United-States,<=50K
28,Private,348396,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,87,United-States,<=50K
33,Private,242396,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,46,United-States,<=50K
52,Private,205305,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,3700,0,57,United-States,<=50K
57,Private,44838,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,10,0,40,United-States,<=50K
40,Self-emp-not-inc,202756,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,24,0,46,United-States,>50K
47,Self-emp-inc,201566,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,3206,0,43,United-States,>50K
44,Self-emp-not-inc,138213,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,18,1,50,United-States,>50K
38,Private,152637,Bachelors,7,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,7676,0,40,United-States,>50K
28,Private,268655,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,30,United-States,<=50K
25,Private,51656,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,5,1,40,United-States,<=50K
46,Private,156305,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3,1,40,United-States,>50K
17,Private,252616,Some-college,10,Never-married,?,Own-child,White,Male,14,0,40,United-States,<=50K
25,Private,112258,9th,6,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,4,1,21,United-States,>50K
38,Private,243098,HS-grad,9,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,2,1,11,United-States,<=50K
28,Private,135476,Assoc-acdm,10,Married-civ-spouse,Sales,Wife,White,Female,10,1,40,United-States,<=50K
46,?,212777,9th,6,Married-civ-spouse,?,Other-relative,White,Male,6,0,40,United-States,<=50K
27,Self-emp-inc,34218,Masters,14,Never-married,Exec-managerial,Husband,White,Male,7,1,50,United-States,<=50K
54,Self-emp-not-inc,152642,12th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,14,0,40,United-States,>50K
47,Private,92874,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,46,United-States,<=50K
48,Private,302828,Some-college,10,Widowed,Adm-clerical,Unmarried,White,Female,8,0,30,United-States,<=50K
34,Local-gov,383097,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,7,0,7,United-States,<=50K
30,Self-emp-inc,428125,Doctorate,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,7,0,56,United-States,>50K
36,Private,513102,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Male,3,0,40,United-States,<=50K
35,Private,149192,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,<=50K
57,Private,35040,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Male,4,0,40,United-States,<=50K
32,?,245308,Some-college,10,Divorced,?,Unmarried,White,Male,26,0,40,United-States,>50K
35,State-gov,136335,10th,4,Separated,Priv-house-serv,Unmarried,Black,Female,0,0,45,United-States,<=50K
29,Private,280192,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,46,United-States,<=50K
25,?,183840,Some-college,10,Never-married,?,Not-in-family,White,Female,20,0,40,United-States,<=50K
44,Private,76321,9th,4,Widowed,Craft-repair,Unmarried,White,Female,6,0,45,Mexico,<=50K
28,Private,99951,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female,0,0,45,Dominican-Republic,<=50K
47,Private,201933,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Female,0,0,46,United-States,<=50K
49,Private,259416,9th,5,Separated,Handlers-cleaners,Unmarried,White,Male,12,0,40,United-States,<=50K
43,Private,255530,Assoc-voc,9,Divorced,Craft-repair,Not-in-family,White,Male,8,0,58,United-States,<=50K
37,Private,39472,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,31,United-States,<=50K
30,Self-emp-not-inc,230104,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,18,1,44,United-States,>50K
34,Private,139511,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
33,State-gov,215121,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Black,Male,2,0,44,United-States,<=50K
43,Private,168371,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,10,1924,40,United-States,<=50K
22,Private,135739,Assoc-voc,13,Never-married,Other-service,Own-child,Black,Male,3,0,46,United-States,<=50K
20,Private,150657,Bachelors,13,Never-married,Prof-specialty,Unmarried,Other,Female,8,0,30,United-States,<=50K
27,Private,206506,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Female,13,0,58,United-States,<=50K
53,Self-emp-inc,232901,11th,7,Never-married,Craft-repair,Own-child,White,Male,1,1,40,United-States,<=50K
48,Self-emp-inc,118914,12th,6,Married-civ-spouse,Other-service,Husband,White,Male,11,0,22,United-States,<=50K
55,Self-emp-not-inc,102538,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1,40,United-States,<=50K
31,Private,211913,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,6,0,8,United-States,<=50K
28,Private,64223,Some-college,10,Divorced,Sales,Own-child,White,Female,8,0,16,United-States,<=50K
31,Private,583722,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3,0,45,United-States,<=50K
57,Local-gov,144976,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,19,0,40,United-States,>50K
62,Private,679710,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,0,0,30,United-States,<=50K
43,Self-emp-not-inc,218213,Masters,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1,55,?,>50K
22,Federal-gov,141514,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,18,1,50,United-States,<=50K
39,Private,165581,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,10,1,59,United-States,>50K
29,Private,111162,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Female,15,1,40,United-States,>50K
21,?,194101,HS-grad,9,Never-married,?,Own-child,White,Male,0,0,9,United-States,<=50K
17,Private,131618,Some-college,10,Never-married,Other-service,Own-child,White,Male,6,0,30,United-States,<=50K
35,Private,114466,Bachelors,13,Never-married,Adm-clerical,Unmarried,Black,Male,19,0,40,United-States,<=50K
46,Self-emp-inc,165054,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,14,0,40,United-States,>50K
62,Private,215121,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,14,0,35,United-States,>50K
46,Private,194547,Masters,14,Separated,Sales,Not-in-family,Black,Female,3356,0,40,United-States,>50K
24,Private,44737,Some-college,10,Never-married,Tech-support,Own-child,White,Male,0,1,11,United-States,<=50K
20,Private,234436,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,3,0,40,United-States,<=50K
33,Self-emp-not-inc,109403,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,81,United-States,<=50K
45,Private,163775,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
62,Private,203318,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,15,United-States,<=50K
50,State-gov,205533,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Male,0,0,8,United-States,<=50K
21,Private,243055,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,8,0,40,United-States,<=50K
45,Private,132316,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,45,United-States,<=50K
25,Private,228552,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3,0,45,United-States,<=50K
49,State-gov,216970,7th-8th,6,Separated,Prof-specialty,Not-in-family,White,Female,1,0,40,United-States,<=50K
63,Private,129814,HS-grad,9,Widowed,Handlers-cleaners,Unmarried,White,Female,12,1,37,United-States,<=50K
62,Self-emp-inc,120061,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,6,0,6,United-States,<=50K
73,Local-gov,104056,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,17,0,40,United-States,<=50K
47,Private,231720,Assoc-voc,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,3338,0,45,United-States,>50K
41,Private,446650,10th,6,Never-married,Handlers-cleaners,Not-in-family,Black,Male,15,0,45,United-States,<=50K
46,Self-emp-not-inc,222158,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,2,0,40,Mexico,<=50K
25,Private,178596,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,12,0,40,United-States,<=50K
23,Private,331982,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,59,Mexico,<=50K
49,Self-emp-not-inc,216816,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1641,44,United-States,<=50K
32,Federal-gov,133266,11th,7,Married-civ-spouse,Prof-specialty,Husband,White,Male,12,0,50,United-States,<=50K
42,Private,222345,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,9,0,24,Philippines,<=50K
19,Private,241471,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,2,0,50,United-States,<=50K
50,Private,170160,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,1,0,40,United-States,<=50K
61,?,189429,Some-college,10,Divorced,?,Own-child,White,Female,13,0,12,United-States,<=50K
24,Local-gov,216420,HS-grad,9,Married-civ-spouse,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
35,Private,169929,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,11,0,50,United-States,>50K
50,Private,205814,Masters,14,Widowed,Prof-specialty,Wife,White,Female,8,0,40,United-States,>50K
39,Private,289180,Bachelors,13,Divorced,Sales,Husband,White,Male,16,0,60,?,<=50K
48,Private,295016,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,20,0,59,United-States,>50K
31,?,161013,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,16,0,40,United-States,<=50K
19,Federal-gov,218435,Some-college,10,Never-married,Other-service,Own-child,White,Male,12,0,24,United-States,<=50K
31,Private,231991,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,9,0,40,United-States,<=50K
54,Private,202635,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,1,0,45,United-States,<=50K
37,Self-emp-inc,112944,10th,6,Never-married,Exec-managerial,Other-relative,White,Male,15,2155,40,United-States,<=50K
46,Local-gov,213148,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,14,0,40,United-States,<=50K
37,Private,202806,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,3,0,21,United-States,<=50K
48,Federal-gov,215782,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
54,Private,248684,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,13,1,34,United-States,<=50K
18,Private,237808,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
31,Private,254513,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
49,State-gov,397988,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,2,0,44,United-States,<=50K
56,Private,187216,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,12,0,59,United-States,<=50K
57,Private,190017,10th,6,Widowed,Sales,Not-in-family,White,Male,7,0,7,United-States,<=50K
36,Private,206433,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
53,Self-emp-not-inc,211122,11th,7,Married-civ-spouse,Tech-support,Husband,White,Male,7,0,8,Scotland,>50K
34,Private,224263,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States,<=50K
19,Private,223838,12th,6,Divorced,Sales,Own-child,White,Female,6,0,40,United-States,<=50K
34,State-gov,150098,Masters,14,Separated,Exec-managerial,Not-in-family,Black,Female,1,0,40,United-States,<=50K
48,Private,101769,Doctorate,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,14,0,35,Philippines,>50K
36,Private,193370,HS-grad,9,Separated,Sales,Own-child,White,Female,0,0,35,United-States,<=50K
24,Private,144831,Bachelors,13,Never-married,Tech-support,Own-child,White,Male,4,0,60,United-States,>50K
38,Self-emp-inc,531809,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,5,1,70,United-States,<=50K
43,Federal-gov,125944,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,10,1928,40,United-States,>50K
30,Private,193979,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
28,Private,174517,HS-grad,9,Married-civ-spouse,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
51,Private,206989,10th,5,Never-married,Other-service,Unmarried,White,Female,8,0,35,United-States,<=50K
34,Private,227535,Some-college,7,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
34,?,54009,Some-college,10,Never-married,?,Not-in-family,Black,Female,6,0,7,United-States,<=50K
35,Private,126306,HS-grad,9,Divorced,Adm-clerical,Other-relative,White,Female,0,0,44,United-States,<=50K
25,Private,201778,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,7,1,59,United-States,<=50K
33,Private,116514,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,Black,Male,12,0,40,United-States,>50K
20,Private,292516,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Male,0,0,10,United-States,<=50K
24,?,279137,Some-college,10,Never-married,?,Own-child,White,Male,6,0,22,United-States,<=50K
39,Private,302242,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,8,0,45,United-States,<=50K
17,Private,150022,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,11,0,14,United-States,<=50K
38,Private,114873,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,1,1,40,Dominican-Republic,<=50K
34,Private,194352,Some-college,10,Never-married,Exec-managerial,Own-child,Black,Male,19,0,50,United-States,<=50K
49,Local-gov,191399,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Female,6,0,40,Columbia,<=50K
41,Self-emp-inc,54593,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,0,40,United-States,>50K
30,Private,266529,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,>50K
34,Private,98720,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4,0,78,United-States,<=50K
27,State-gov,194174,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,17,0,30,United-States,<=50K
30,Private,136341,Bachelors,13,Never-married,Farming-fishing,Own-child,Black,Male,6,0,40,Puerto-Rico,<=50K
18,Private,246251,10th,6,Never-married,Craft-repair,Other-relative,Black,Male,12,0,40,United-States,<=50K
17,Private,220359,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,12,United-States,<=50K
27,Private,158855,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
19,Private,256659,9th,11,Never-married,Other-service,Unmarried,White,Female,0,1,40,United-States,<=50K
47,Self-emp-not-inc,126711,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4,0,40,United-States,>50K
17,Private,193738,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,10,1,45,United-States,<=50K
33,Self-emp-not-inc,22266,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Male,0,0,50,United-States,<=50K
45,Self-emp-inc,226237,Doctorate,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,17,0,40,United-States,>50K
25,Private,193697,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1,46,United-States,<=50K
31,Private,461404,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,1,50,United-States,<=50K
50,Private,185930,10th,6,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
41,Private,126990,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4,0,40,United-States,<=50K
17,Private,198340,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,0,0,20,Ecuador,<=50K
31,Private,132891,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
41,Private,240679,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,3,0,43,United-States,>50K
51,Private,90024,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,45,United-States,<=50K
31,Private,111491,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,46,United-States,<=50K
46,Private,115274,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,4,1651,50,United-States,<=50K
37,Private,186653,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,14,0,40,United-States,<=50K
30,Private,220467,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5,0,40,United-States,<=50K
41,Private,284186,Some-college,10,Divorced,Tech-support,Unmarried,White,Female,9,2251,40,United-States,<=50K
39,Self-emp-inc,314131,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,1,0,50,United-States,>50K
71,Private,140871,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,14,0,40,United-States,>50K
24,Private,370086,Some-college,10,Never-married,Sales,Own-child,White,Female,11,0,40,United-States,<=50K
56,Private,194435,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,20,0,45,United-States,<=50K
31,Self-emp-not-inc,212775,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,11,0,40,United-States,>50K
